ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
6llokrrAI9RGN9DNIOfvg1,bass junkies,2,633,,2015,2019,20,1,511.0
3RdjRc4RDWUWqImzdsckU1,柿島伸次,16,229,mecha,1993,2024,11,6,6182.0
5K1vLg9RkA2YzPCpYuI37w,dan block,2,81,jazz clarinet,2007,2018,3,13,231.0
1xRs1HpdE5mEXSwZigpTXA,210west,3,1795,,2016,2024,20,1,89.0
1wBiVUeC44UzTYEhhhB1L5,pat kelleher,1,65,,2006,2008,2,20,77.0
1Zqkc0eKux54S5a3TuR3tA,charles ullery,0,11,,-1,-1,0,0,51.0
3u6qdgvw0nHzLCUbGm0zIB,dālderi,16,990,"classic latvian pop, latvian pop",1994,2006,2,9,7753.0
7rgProhzXTY6REJDiYyi0y,babs tino,0,1,,-1,-1,0,0,5.0
00PkFBGolKf0PuvwVpJy08,royal k,15,4,,2021,2024,2,4,4.0
1WZbb8JjTJHuHNFHKCeUNF,evensong,9,3452,,1999,2010,4,8,1557.0
5Jzy4kcxChcbcL2Z6QQRUI,dj khalid,45,22114,bachata,2022,2024,20,1,204421.0
26VnPILKohUUXVtRg6i663,cosmo jones beat machine,1,270,,2000,2021,6,1,73.0
3oHK957LhMZ1v1obswlIR5,sempiternal deathreign,2,420,grim death metal,1989,1989,1,6,190.0
7mZYTV6yPUvtbxZcH0OK3v,larose,40,3817,"trap antillais, zouk riddim",2018,2024,19,1,199864.0
4ip4CuckxI6epEDdXlTnxb,ana ibarra,4,39,,2004,2013,2,37,582.0
0iu0R516rb2JweTL3hL0jK,franco ferrara,0,13,,2020,2022,4,1,10.0
5bvUxCgdZnoa2bxxTx0G6f,sahib shihab,14,3164,"jazz flute, jazz saxophone",1968,2010,9,10,5468.0
1QMyh42367aaNhwddl7BYj,sándor balogh,2,16,,2014,2018,4,19,153.0
3liXxsblZFsZGF7ZLhHaDl,baruch bulman,1,9,,-1,-1,0,0,272.0
3NVmd4e9QYS2ntXGzrPDlE,daggerspawn,0,183,serbian metal,2009,2009,1,8,3.0
6ToXRUekQ064W7OkO3Jbzk,petri & pettersson brass,6,289,classic finnish rock,1972,2018,5,14,2107.0
2gHSUeXegEPN1unw1dHcMm,staatskapelle halle,14,43,german orchestra,2005,2024,7,8,2689.0
13VunSzrVSmJBpUWxUajJF,limbo,49,138787,lo-fi rap,2018,2023,20,1,537382.0
2wUlCFFpvqdGiV1LIGr1Gk,the futurelics,14,3073,,2018,2021,2,1,6780.0
0XlcAMoUe12kmHLXSaevSy,mohegan son,0,5,,-1,-1,0,0,0.0
4mfrDjcp5zjsb9AjTG1mTt,katie waissel,1,321,,2020,2023,7,1,84.0
5RehTCiIRQEaAIK0xrJyZC,once around the park,0,113,,1996,2006,3,9,60.0
6iiKaIJx5AsQvvGDBGobqy,farzan archer,0,1,,-1,-1,0,0,0.0
1LjyZBEldyaZKCUdCD3lws,the playboy revolutionary,0,3,,1999,1999,1,6,3.0
4S2fMGhxFXc5mPVt9AlrAK,stondar,0,58,,2017,2017,1,5,31.0
2vUb000rRvIR0OySDVJSat,the rhythm rockers,29,1074,instrumental surf,1956,2023,7,2,18287.0
4oII3OgJwTjrvt9GBBbrtv,frans vester,2,30,,1964,1964,1,16,158.0
5OG2g2M1W8LoS47pvptMQP,piter-g,51,355132,rap conciencia,2016,2024,20,1,443846.0
3xCbXBdJY2F1mOqHttlYFr,martin zadak,1,127,,2008,2009,2,2,189.0
0A9xzhQK3jivSdlOILuqfv,the compulsions,1,350,,2015,2020,5,1,82.0
42sPjyEBJfDwLMvuCu1X8y,michael zucker,0,82,,2012,2022,20,1,20.0
6ljotXgL1sbhiI7aiF7W8O,louk,49,3232,lo-fi jazzhop,2019,2024,20,1,652124.0
3NR1NWpQyLLvtGcpWb4t06,dj adonis,0,1359,,-1,-1,0,0,1.0
18exvEBUnLuYZq9GLkdb3E,shuffle horse,0,36,,2018,2023,2,1,81.0
2XVWzcIla5OY0p6v2T54Jj,mr. x,16,3180,,2008,2021,9,3,5066.0
6siNfa7hLrkGLTtFSTkHxs,frost raven,6,1521,,2008,2023,20,2,1345.0
4Ebwcccfhl6bA3V4qo8zpX,appalachian heaven stringband,0,43,,2017,2017,1,16,66.0
63quBd1Dce1CGfiSMpuQHV,dooie mus,0,35,,2020,2020,1,1,24.0
52Y4swJkhv5A4n80DQRmnM,dj gaw,30,2962,uk dnb,2019,2024,18,5,75765.0
4Pih3Y7TdbNxt8VA67UmyB,voldt,0,211,,2019,2022,5,1,36.0
6ZZjwoFWtycHS6RSYYVoUU,bernhard elsner,0,41,,2010,2019,6,1,47.0
0oSkL2fUAat5kQstOZKaWR,brandon schott,0,79,,2003,2015,5,10,63.0
0mwlR2EuVcOACBI0P9HHqF,wet confetti,0,125,portland indie,2004,2006,2,10,38.0
72NOjzZWUgNIjneAPQxmNI,kuzey,25,709,,2023,2023,7,1,28522.0
6Rai2PBDpLeNNsNpTAYFFK,heather victoria,12,2813,north carolina hip hop,2010,2023,7,2,1264.0
0PrlfGXUblaIkIVpcPH4p2,zane smith,5,387,,2019,2023,20,1,1250.0
1bfjieAWcjH0ge90G4fXAc,lola rising,3,525,,2016,2024,4,1,376.0
4myVCCOeXxXIS2gI8AKPxw,owen wilson,0,122,,2014,2021,8,1,78.0
0lvAEviH9qYJeSzbnU7gVI,highway 50,0,41,,2013,2017,5,5,22.0
0QcHydFxp0yMrO6P5zq0Vn,claude lombard,9,539,,1978,2015,4,1,2576.0
58hDCrVPZpQloMUOfDR0MN,skd,0,3,,2022,2022,2,1,2.0
6OtUfATGYDnx5O23FP6C2s,camp cope,34,74248,"aussie emo, australian indie, bubblegrunge, diy emo, melbourne indie",2016,2022,14,1,61880.0
15KN7CAK9OcDWZXMqiIwnZ,charlotte macleod,4,41,,2015,2015,6,88,13.0
2Oi6qveJKY6pcOBdapyJDd,leo minax,12,843,,2013,2023,3,1,743.0
4ngmGFfI4nI4zhIy9aRhMu,alexis korner's skiffle group,0,47,skiffle,-1,-1,0,0,87.0
4NCAG8U7VmvZ8aNa5YJ2oI,שלומי ברנשטיין,19,1121,,2021,2024,20,1,8318.0
6vbWy2UCUpsy6nalRVzbhc,lil quill,34,15023,,2020,2024,20,1,17041.0
5UV85ewmX2Ls0NN9KaW0fX,diana jones,15,8263,lilith,2006,2021,5,11,4282.0
47UDvjDVedKddLfGWk3keI,robag wruhme,35,55864,"german techno, microhouse, minimal techno",2004,2024,20,2,157936.0
6OjZncINCEvE254TEhx8CR,necrokinesis,2,703,irish death metal,2020,2023,3,1,324.0
7wqFGA69DExUGFUQEGIZFh,bekhira,2,1397,raw black metal,2010,2010,1,5,252.0
2CtgcgoBZiJqqHDDlDKqlV,amanda kravat,0,182,,2014,2014,1,4,22.0
2UsQ930afdxQNhhxr5krOm,hijo de la tormenta,6,2606,latin american heavy psych,2014,2022,3,6,1088.0
0dDVTdP2imfYRfhaWAnGgJ,josh humphrey,0,76,,2023,2024,3,1,51.0
27qcTBjTkjAqEhPDuIKz0W,show-go,38,78733,beatboxing,2020,2024,20,4,44557.0
54kFNrPpIJFeU6VVJi4pYa,lost cause,13,458,deep hardcore punk,2004,2022,18,2,356.0
5c5lIOHtmRngks5hLH18wp,the pan african orchestra,3,324,,1995,1995,1,9,754.0
2h08nEe5lj0xGDAMDYGaZR,andy rise,9,120,,2002,2015,2,3,1994.0
65u0BmmqO3iJOpmtHMbWO0,wilfried wendling,0,8,,2008,2023,2,19,13.0
4TzUcfMmDAPfGU8rRM5QqS,fabienne thibeault,36,20212,"auteur-compositeur-interprete quebecois, chanson, classic french pop",2000,2024,2,1,97849.0
6VE2XJCMlwhlF3vtMo50aj,lee harvey osmond,16,4092,"canadian americana, canadian singer-songwriter, ontario indie",2009,2019,5,10,7743.0
6Eo1G7BYLVVxEfmJqtoIyI,abstract giants,0,87,,2007,2011,2,16,18.0
0BGpncm3KL0n7WsbyXdVh4,daniel tuchmann,2,161,,1987,1987,1,10,126.0
1SmSUEUdTRzobqKyvE4wny,daniel klajner,2,2,,2010,2014,2,19,300.0
4XriSZgcmjxvzuGOu1QUbu,vincent villuis,0,54,,-1,-1,0,0,107.0
5OYjRTYRWp2i5QNA5ihjoI,the step kings,4,398,,1998,2002,3,1,675.0
2PdNFPMyuVa2pSVXuCRVLJ,андрей климнюк,9,1318,russian chanson,2001,2018,20,1,866.0
0kUdoLw1gHA76hUCqKhYeO,justin roiland,33,4208,,-1,-1,0,0,83441.0
6xTZJ3wPbBqduZQWHPAoFA,joanne brackeen,21,2762,jazz piano,1975,2024,20,2,6542.0
3sAig7Ir86KX0ZdcxSR1ax,not yes,19,2418,,2020,2024,17,1,9546.0
2widkxjQbUMz9gRjnreoHT,rastaliens,3,1503,,2001,2022,7,2,478.0
68Khfyj0fakFmWtMJfkqsS,romanto,0,65,,2020,2023,20,4,110.0
656So6RdYPDCM4dV6zBP1N,los daggers,0,44,,2009,2009,1,9,7.0
4CltKnDusvqlkRhuVBlzOE,zaza maree,10,2430,,-1,-1,0,0,2.0
1JXHHm5D37Q3EwLnPJZx5q,jacob samuel,0,0,,-1,-1,0,0,10.0
0MLOZd8nYoXxHpOzDH0vXJ,mmoths,19,19791,"ambient idm, chillwave",2012,2016,6,5,14704.0
4kqWMV4vfEamDPstfBFwxf,soundfanatic,1,369,,2012,2018,8,3,222.0
43piQcF6v57GXC6qBex3Mk,big spaceship,0,46,,-1,-1,0,0,8.0
6XudEhmCyL8aCcfQHsOQQa,フラワー・メグ,0,132,,2019,2019,1,4,48.0
3pEKmJt6dyZmCI3Tbd3b7S,matty & monique,3,28,,-1,-1,0,0,485.0
1jECmAFUVSitXf6emIIJLp,terry robb,4,723,,1983,2019,11,1,532.0
6E3bn9B8VT0gqVT76swdeM,seijiro murayama,0,65,,2009,2020,3,1,51.0
5l4uVbRaFx2kxzudLXO2H0,benny l,33,19142,"deep dnb, uk dnb",2020,2024,20,1,90897.0
6gggqyRwW03wtipvLyClyd,instant pleasure,4,195,deep deep house,2002,2009,4,3,979.0
3ZV7o1xdPDpj4pHXYXuhUx,altamina,0,50,,2012,2020,4,1,7.0
5Hl9Re1HLiG1cJAV19srtP,thono slowknow,0,45,,-1,-1,0,0,0.0
4um89uMMD6o048jmdsSsS1,10 code,7,469,,2013,2020,4,4,1263.0
2BiZxemw5UleHebWaSms6K,bob childers,3,719,"classic oklahoma country, ok indie, red dirt",1989,1989,1,13,668.0
26RVabQo2q3G6wqyO0LnvV,vanamali,31,74,,2022,2024,8,4,109084.0
5bLZYL8b7YMI8v2wTdQUab,teri flynn,0,0,,-1,-1,0,0,0.0
6BHT3tdTesGiMR817YFQNE,cobie smulders,15,2135,,-1,-1,0,0,9008.0
4yNYicBIaNKDoRCzTdWWWT,frantic memories,8,884,,2021,2024,5,2,2247.0
1qpxpjlkyYSONzus3iLqd5,tried for treason,0,2,,2013,2013,1,3,4.0
5UgQ18KeFAdn2iQyNuxTZG,swendal,26,5175,,2015,2024,20,1,6961.0
6obR6tcTetsaAyS58wuadJ,coagulate,0,64,,2018,2018,1,13,3.0
7BtnFZMYBdC0eARyR7SqfQ,roger bonner,0,213,,2023,2024,20,7,138.0
3CWua9w0Ow7ZxkWbIv4Apv,carbon casca,0,53,,2019,2022,13,1,44.0
5uFdwa4EpgK7EG2uDMGWXt,cool j.t.,2,21,,-1,-1,0,0,324.0
1Yc7wyu2VfROa1hdESfHsi,technology,22,17396,"classic russian pop, russian rock, russian synthpop, soviet synthpop",2014,2024,7,4,13289.0
4KEGI8AcnTjYPKigxupHQL,nora romanoff-schwarzberg,2,16,,2019,2019,1,16,267.0
0d3ziiqVrNWR6sSLjOjl44,bob cass,0,12,,-1,-1,0,0,39.0
5MwFgD5njgE5DkzhrXcFfv,fr. david hemann,0,43,,1999,1999,1,12,6.0
26s6cEuio9Jd84Pq5T34G7,aldo cicchini,1,76,,2020,2020,1,2,186.0
0BK09w7Wx6ZaMzZZ4Oq3WA,emre erdal,10,13,,2024,2024,3,1,52.0
00NTKlCsRY50MHLCjIcqNx,david friesen trio,0,0,,2013,2013,1,11,2.0
0gJHDxnSttUtrumqnebSOi,the pontiacs,0,82,,2022,2022,1,1,42.0
1N8NQFXwo54GJcl9MIXzhm,karin lieneweg,32,139,,-1,-1,0,0,1394.0
3vhQqkPpM3C17Yh7Yc42ed,dj breeze,1,461,,2017,2019,20,1,200.0
6dpVB0IoeadBtg1MxUF8L5,alex the kid,9,277,,2022,2024,13,1,1851.0
5TY8ntH1Puor0g58KYJzwp,magnus lindberg,25,26,,2023,2023,2,4,10249.0
6ONfAJUsrNakxy7fInBRq9,avant press,5,1337,argentine indie,1994,1998,3,4,608.0
1cKGAwaN9W5vp8uON1cKKG,ninine garcia,15,576,gypsy jazz,2004,2019,4,16,8403.0
40GqBDyePOj9N6GcRnn7K6,marc durand,6,66,,1983,2013,4,1,1647.0
4KVUyzNAypLylXhsC69FtU,edward cockram purcell,0,0,,-1,-1,0,0,12.0
7fnwcrWjXTSh3bTH4KRQWy,igness,0,59,,2011,2019,20,2,80.0
5ySiIARWOKcW8N51nnHzPs,disciples of death,0,243,,2018,2020,2,4,61.0
6GazGf0mVldGgYT3fDIQdS,indigo swing,27,9212,swing revival,1998,1999,3,14,25500.0
6ZzMPdyvbJc37QeDnUN4DW,chris flory,1,218,jazz guitar,1996,2008,3,10,73.0
242TCYPReBIhdEdd3yMstc,retribution,6,221,,2023,2024,2,1,438.0
2cFujlyI91gp6orwkyIO47,little bob,5,903,,1984,2009,7,14,572.0
5v63dT2oEtPdBVdaG6M2ey,valentina franco,37,2357,,2017,2023,13,1,153480.0
5bD2HEST0c7FV0S249sBrq,d4rkstar,1,248,nordic shoegaze,2018,2024,14,2,162.0
3LjexaKzsPsoUi49WUuTJG,jon sanders,9,502,,2006,2019,4,10,2331.0
29IZGt0mUFDEMXISklciNC,iaka,2,127,,2021,2024,20,1,110.0
3VOOmK7ZqJNgOPN1hopJuL,mikael wiehe,38,65006,"classic swedish pop, svensk progg",2000,2021,20,1,107498.0
7uStsoHkFsHIgAo0cUKghT,елена никитаева,0,47,,1996,2023,13,7,96.0
1Baf5XU0f8BZTtCWB4fqGc,alan licht,5,1143,"experimental guitar, post-minimalism",1998,2023,17,2,615.0
07rO1bvFX82Ixrp9A2nyCm,pirulo,20,3312,salsa puertorriquena,2013,2023,5,1,8516.0
4yPavX4W5NsFrm77dQw9U2,marleen & marty,0,5,,1983,1983,2,10,14.0
6wz0tCTUzsS8lVIjn8XM5V,schysma,0,98,,2014,2021,2,10,13.0
484aYK5TzxeS88woFHa7vY,біла вежа,10,2311,ukrainian rock,2016,2022,14,1,1991.0
1YifWX3WAHFe1LIZN0qRBf,ana santos,52,20840,musica infantil,2016,2023,5,2,442731.0
5XFlUSkOlVzu8kf0cuKPKu,shaleen anand,12,8,,2018,2024,10,1,905.0
0DwZRvuiyD7hrdbQsfWeYI,the laziest men on mars,4,41,,2000,2000,1,1,501.0
0XF7brc72L4Wl4A7uN29QU,arc in the sky,0,44,,2004,2005,2,2,83.0
0YPB2lew6PfHu25HGJnzS2,sun umbra,1,145,,2022,2022,1,8,75.0
4yBNT94b6M3yRNVLIy8RhP,les innocents,41,110882,"chanson, french pop, french rock, nouvelle chanson francaise",1989,2019,12,6,271106.0
486hPkgMnCRwsxSY3Z1O8q,strada,25,1069,,2021,2024,14,1,15067.0
0Qz1tNbSx3JPYkodE38BkW,gilbert zanlonghi,0,1,,-1,-1,0,0,0.0
3MZwsTmxypiZrKy0bUiJi4,sendai,0,22,,2022,2024,7,1,78.0
3Jgh17N2NdqHUywqc7fdiB,fan club orchestra,0,114,,2002,2007,3,1,15.0
6aUlA4gfiivC2qAV84UtCm,alex moreno,10,495,deep pop edm,2009,2023,5,4,3587.0
4kypCngzU4ZrhfUEXYIq0z,fluroneuro,0,3,,-1,-1,0,0,0.0
1bIkvN35aSvIm1ywcHiJ5x,tobias hartlieb,0,0,,-1,-1,0,0,12.0
1JdYE3S3Bq7bCdSL3WQQuW,ricardo rae,0,154,deep funk house,2006,2014,2,2,70.0
5Y2hHmvlOM6n0YP5wfe64i,acht eimer hühnerherzen,37,22075,"elektropunk, german indie, german punk",2018,2024,11,1,64908.0
3NMqU6akXT4Ykg8mbvKJvx,barokkanerne,10,260,baroque ensemble,2013,2020,6,6,954.0
7c6H8lMU82z8UHub71QeKr,a.hürth,8,103,,-1,-1,0,0,0.0
2RSwLfG8Zw3ChFI2aOh4HO,jenny burton,13,770,,1983,2023,9,1,6459.0
4TXs5uavsymk5ZDZ0j6eTH,geneviève macaux,7,2,,-1,-1,0,0,873.0
4DmmLQcxBATAntHtaXPaBw,hellcore,2,125,,2023,2023,2,1,270.0
0F34ywDVDNKBAl6HYdtCX9,hey mister!,0,127,,2014,2014,1,14,16.0
7xZUdhO5BRsg3c1BW9Z5xF,unit six,18,129,,2022,2024,2,1,3188.0
0ZqakipVUZaq9Fh25KQkhZ,lunar event,0,7,,2021,2021,1,13,9.0
1m8tbfyXCGrMnLr14mRQDg,shadow pointe,0,14,progressive power metal,2002,2004,3,17,0.0
1RCM9vr5KehF8ByOKwmYLG,cass & slide,5,709,classic progressive house,1999,2007,2,2,1890.0
17ghMPiifubfyIujm3sEBa,shitney beers,14,2750,,2018,2023,12,2,3595.0
6TRHkdQXL5dVjLClGktzV7,guto,20,143,,2010,2020,8,1,565.0
7DHZmLvK1XzO0qvoaNJqtu,dann coakwell,1,9,,2023,2023,1,12,173.0
03AacHN9hnVTo6q5Tzh1nB,majorel,0,3,,-1,-1,0,0,0.0
6U0QCOFHIumWURtGgjwaXr,the walking tree,3,1388,,2012,2015,4,6,305.0
20x6TPw6BFT7ueh4SlSlIm,enid heard,0,1,,-1,-1,0,0,83.0
6PTfYhB4ueJOhsBQgyOvkm,mitido,0,40,,2008,2008,1,7,0.0
0jn36y0at0H2GCRBNS0o9a,kuor larraz,8,54,,2020,2020,1,3,2405.0
6F3VjQhDuKpin4vSQ9AewE,françois virot,3,977,"freak folk, french indie folk",2008,2016,3,1,431.0
7sClzF9fjw9tcLvtsqA0Xd,king kong music,0,2,,-1,-1,0,0,0.0
7qRk3MkXcOaCbDYEEUSb6g,renn woods,0,12,,-1,-1,0,0,0.0
6LRYoWwsmsM4gZAncggzUE,lodsb,0,115,,2011,2022,20,3,21.0
1ClmHgLorY9RUCIvsTdT7A,beka,51,17954,uk pop,2019,2023,15,1,920515.0
0gE6uErl9csKjL0JYGphw7,eugene istomin,12,304,american classical piano,1946,2016,13,4,3840.0
7rpT10KzZV5MGZ1G1o2t1E,тимур гордеев,0,6,,-1,-1,0,0,0.0
2k4SYWttLiYaMUpAhCyfx1,meggie george,0,7,,2013,2013,1,11,0.0
3Q2ya2vGeOhQ9CaF9wWNP6,shane filan,52,176254,irish pop,2013,2018,7,4,1054747.0
1HWxcArSw7CDs93IuCX2fg,kid decker,0,27,,-1,-1,0,0,14.0
7HEV6PYtzZix2dKlp2DSu3,the cape jazz band,1,84,,2013,2013,1,8,150.0
5TUQR9SiumLYwagBKWNoEu,trackhead,26,1567,,2017,2020,4,1,38424.0
570tN1EYQdffsoMSSPPSsr,seth bogart,7,4231,queercore,2016,2020,3,1,1679.0
36Ej8D0T55uO6tTK1ThYHK,тошко тодоров,3,44,,1990,2007,2,10,643.0
0VUkFpL09MuUpsizmBt257,vadim yershov,0,54,,2010,2022,5,2,27.0
2NlXV2DTiyzEy6PbjsDWPF,farid ferragui,24,10394,kabyle,1983,2021,20,12,7340.0
45rpaf8BR69NIPqmeAYb7l,the brecker brothers,31,55119,"contemporary post-bop, jazz, jazz funk, jazz fusion",1975,2015,13,9,67092.0
6WVpreGHHiWRY4whevvWZC,nameless computer,1,259,darksynth,2018,2023,14,1,303.0
5BhKXM0jJBgSwjTzwUaYvf,future rock,9,6023,jamtronica,2006,2016,7,14,2767.0
1Wizi2SRhilxqkeNvSdK3C,precipitation,4,739,,2015,2022,5,1,375.0
4XsdMGj56bGETqP1OYpTIO,dj ruthless,5,547,jumpstyle,2017,2017,1,1,1222.0
0W3EkjoTXvbfWdql6kdHqO,elly kouri,0,4,,1997,2013,2,4,2.0
16HlmMtLFvDpMycnF82qV4,curved vacuum,0,2,,2021,2023,4,9,2.0
4vp0AxYKKHXUGX96DOWpyV,heinz hepp,0,5,,2014,2016,2,10,6.0
0Ls1kt3Xp2z8FFGPoPqVh2,liu lee,0,3,,-1,-1,0,0,0.0
6on2serWhHqmW5PEOxkwEB,octiv,10,1423,future rock,2013,2014,4,1,2708.0
6ejgOD59rFoISu2bUOo7Ez,mike hennessy,2,323,,2011,2015,14,5,356.0
6sj6p5wxfR9ueVEp93RRBf,the charities,26,6424,souldies,2018,2023,12,1,31289.0
0YSVsf3RS0Grm70tGrghn7,jean nipon,2,874,destroy techno,2011,2016,4,5,405.0
2d1YAGSxav5QmTOtwNN7Re,sons of korah,37,27102,"christelijk, psalms, roots worship, world worship",2009,2023,20,1,59812.0
4BZjEOqvXvRRfSmEoGL8qy,the kennedy pill,0,13,,1990,1990,1,3,22.0
7yp6u6EmXNJHR1VajXWXuI,dubiterian,10,906,dub brasileiro,2014,2023,12,2,2052.0
5a2EaR3hamoenG9rDuVn8j,prince,71,7198247,"funk, funk rock, minneapolis sound, rock, synth funk",2007,2023,20,10,10946502.0
4Vx5gCfpekcxBDhqbo2Q6J,moody,45,5607,,2024,2024,20,1,276847.0
5b0iqE7En0TimdsMvotUtH,match hoffman,2,416,,2010,2018,11,4,290.0
4uyq84KMVyrewGu3lxyCSt,vanguard,21,3791,"dark electro, futurepop, swedish synth",2012,2023,16,6,9143.0
5gvrikX0nRU6FYbgTlLvHq,kel on earth,0,8,,-1,-1,0,0,0.0
7qgdFNUdswfwsYQt0h3ftP,porlolo,1,556,denver indie,2007,2021,11,3,231.0
4EeOMEii7KuoUrVVG3PIhV,socionic,24,4950,progressive alternative,2012,2015,2,5,15920.0
28U7mbqZQkguLLuYvUEVQO,weimarer barock-ensemble,4,217,barockinterpreten,1994,2004,5,17,381.0
2Gd6I8zLnKT5yExDMgGw5D,eskapisten,0,57,,2016,2016,1,4,8.0
0yUc8qxbLxrqUmrMK5vsSR,stephanie erdel,0,9,,2003,2006,2,12,0.0
7IFCdLBOqss4mU2LaYfdmi,tom schilling,29,407,,-1,-1,0,0,17600.0
1l7FyBPuMxZ9SlAEgxP155,svarta stugan,0,93,,2012,2018,5,4,9.0
79KjemTnLJUWo6yFy33XJf,ben surman,0,16,,-1,-1,0,0,0.0
6EpXFGlR5TXiMysOHGLz88,proton plus,0,11,,-1,-1,0,0,121.0
5asbXwqLkuOLVP5x1Wp5kP,nino oliviero,15,719,vintage italian soundtrack,1964,2022,6,22,6103.0
75XLN8GLv1j9llPjdyqakN,bessie tucker,1,797,"classic female blues, country blues, texas blues",1991,2015,2,24,154.0
1BehOXCnPpxtPbvRTiocCB,cinzia rizzone,9,7,,2000,2000,1,45,2979.0
6piwUVupmPCs7NqxUresFa,berliner vokalensemble,1,10,,1994,2010,3,19,150.0
42BgUgAIQP1UJOBAPW2vaW,soul bell,16,9,,-1,-1,0,0,0.0
649VGpGBnAg8BxjQmx5fB6,undercroft,14,4828,chilean metal,1995,2017,8,10,2058.0
2z9rV6I6qp2zdpyHvU2SWk,spobbelibobber,0,106,,2014,2023,14,4,83.0
49I9FkIIsneqiOKZwLVMVV,timur vermes,29,3128,hoerspiel,2012,2019,5,133,1990.0
5T2I75UlGBcWd5nVyfmL13,mika singh,65,9396045,"filmi, modern bollywood",1998,2024,20,1,7153758.0
11mnijFtNJS4ZAgt9ciekS,lifeline international,0,20,,2022,2022,1,3,29.0
0uV1L3q22L7KrgAyOUTrEF,alex bianchi,0,47,,2014,2023,20,1,94.0
7aZcG1Qv1OcI7jwWBvP101,violet island,3,226,,2021,2023,3,5,394.0
5eIByN3ek615lvWCJ3KZaC,eino tamberg,2,134,baltic classical,2010,2022,2,13,208.0
57o5xShp5FizYDV8HGOKN0,joe schmoe,0,5,,2019,2019,1,19,2.0
7GVF8DDjYLdmf5Y4oJHsaC,bellman,40,988,,2019,2023,17,1,287095.0
1EVpn7mXyF07LuJqgUk6RX,tom novy,46,19481,"disco house, vocal house",2006,2024,20,4,660689.0
5QMH2gYfxtupT5e1cCVIWS,gras trance,0,44,,2016,2016,1,11,11.0
27g1wcW9NPwcOjqyd3tpLt,trilobite,0,102,,2019,2023,4,4,25.0
19kmLR4tlgvVPQGNTjwFMS,bertrand betsch,13,2422,nouvelle chanson francaise,1997,2024,20,1,4141.0
6NhzerwL1LEckVolhncAP5,evilmrsod,1,361,spanish blues,2007,2019,5,7,127.0
6z6YXTlyMCY6fvT79yxDgi,shantala,45,62057,"kirtan, shamanic, world devotional",2002,2023,20,6,332076.0
6zxNbvz46idXlglpKRXPvd,pedro del mar,18,2418,,2010,2020,20,3,14153.0
2eam0iDomRHGBypaDQLwWI,bleachers,70,720028,"indie pop, indie poptimism, modern rock, pov: indie",2014,2024,20,1,8625844.0
6dZCxDoPoQWTTWpik6p4nw,crayon jones,1,822,,2017,2020,20,1,177.0
7KXeEZIPe6ckateYs7IVml,david záizar,3,8,,2023,2023,1,12,143.0
6neCa2c9GnB0a3nq9nbl67,ralna english,0,50,,-1,-1,0,0,47.0
2tSR9JapsueKTDalBlue9D,bookhouse boys,0,0,,-1,-1,0,0,6.0
4H7Nl2pdzFM1pd6dk23z8u,françois chaumette,0,0,,-1,-1,0,0,0.0
4UJxyeBgn6Y81oHx74Rlek,john mclean,19,2896,lovers rock,1994,2023,12,2,10782.0
28AuP9A0GfY0yqeqHypkjL,matakustix,22,5935,"austropop, volkspop",2016,2024,20,1,15918.0
6qt6BvovaqsWcW3GO2006p,phi khanh,0,709,,-1,-1,0,0,2.0
3nnglmjAIWOCQuyaKEJXl1,cold in may,20,4806,belarusian rock,2013,2024,13,3,9160.0
4PD3gaOhEfP8QCESGoghVF,nullzwo,0,14,,2023,2023,3,12,5.0
7L9oL5C39QUo2D7hf5s4Qk,karl frierson,22,1770,,2005,2023,6,9,11643.0
47eA8knxvpD9CZsqHn4Mxz,brooke williams,35,3639,,2020,2024,20,1,63714.0
2nRQbZMFwnaWPeTrb1aLIP,jonas friedman,10,65,,2022,2023,8,1,2753.0
2sSILAscwBbgmjmwlecoFA,sudarshan ashok,46,7657,tamil pop,2018,2023,2,1,825341.0
3SZMk1QDWP0RQzQGeRguWb,walt & feliz,6,117,,2003,2004,2,2,1636.0
43rlD3PlnHpNxXrfQugGdV,terre neuve,2,207,,2023,2023,1,6,150.0
18DF5QmnsoJVRzgDSgSTJI,dawn martin,1,74,,1990,2018,3,1,156.0
0pdagpuCX3QRKqfz4imFdo,needa,0,19,,2022,2023,5,1,7.0
0oak4psv4LeLGMpFUoJOMW,joe jack wagner,0,19,,2007,2010,2,18,4.0
5TDnlVoM7Gh3zxQfwalKNg,scream of death,0,18,,2018,2018,1,11,2.0
6mPOarjkehswixCksvLbUB,κίτσος χαρισιάδης,0,23,,-1,-1,0,0,16.0
3KEixcRfBS5K3E91Vn1Kdy,iced earth,46,360361,"hard rock, metal, old school thrash, power metal, power thrash, speed metal, symphonic metal, thrash metal, us power metal",1991,2022,20,9,256045.0
7M6fhSxUfm4ttLELozsyqs,poetiks,0,11,,2005,2005,1,8,0.0
6M6crfhBfh3QlIwIgNNo9i,sheya mission,0,109,swedish reggae,2009,2015,3,20,21.0
1PNwQy8COO77tTdgJ3HgyT,falkevik,4,610,,2018,2021,7,1,770.0
45Q6LoqMtzLjYmQ9iwYpfd,the ronnie scott boptet,0,2,,-1,-1,0,0,1.0
3OYcRF1SOf0sR3NRsgMI3R,adam white,27,1294,,2004,2024,16,2,47944.0
