ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
68JRsR0O5ynf8xhu2jk2no,eqd,6,1974,,2007,2023,10,2,1444.0
5VvZ6Br2O5ffnhkZt2HE8Q,チキンガーリックステーキ,3,140,,2004,2010,12,2,231.0
2P3aLwJ41aRYkyFFw2FRM7,sam concepcion,45,168497,opm,2007,2023,20,1,583900.0
3ZzXi1Y1BvnvKJSVvzU2iP,vibemares,0,151,,1996,1997,2,5,101.0
2ZC9B5qSrV48WOrOujZkNC,lantinor,0,1,,2019,2019,1,12,0.0
5v73cYRfPyVSKMC1KxIt1z,orangutanz,0,3,,2016,2016,1,11,0.0
2FCVB3cfCC0e3O8G7Gs8t6,bleib modern,28,23349,"dark post-punk, modern goth",2014,2024,14,3,40842.0
3ZaPFQ05J5qSM5I3Smbp44,tevvez,58,259154,gym hardstyle,2018,2024,20,1,1521671.0
0sO4BzdBw9Te2vCNgFp9co,swamp terrorists,1,853,,-1,-1,0,0,328.0
6DL8cHjzUa0J8WSH2EWDMX,the cinema,16,10667,,2011,2015,8,1,7776.0
71WUmUmWWaqqGtVP8MlPJb,semi.official,4,1050,"abstract hip hop, minnesota hip hop",2003,2003,1,17,820.0
5aulktvStOCsBlqVpaQYhi,the unlord,1,67,,2015,2016,2,2,506.0
1qZhoXXskWXl37ixt6LXG3,mark levy,11,762,,1992,2006,4,18,4024.0
0MVM5Khj39EkpVtLvU9Ujp,ovsicori,4,316,,2017,2023,8,5,1025.0
4XSBH9wQcPYqC4ROOUoNeC,rychus syn,0,39,,2008,2014,2,10,6.0
55W9eEQHMVGsaEdIehg0VZ,bill cornish,0,33,,2003,2024,12,14,18.0
4arBvODO0HfhOnii0ohTYG,hawk henries,0,45,,-1,-1,0,0,0.0
3rfhiYa1sXuUhLFofH1w1S,marbled,0,6,,2017,2017,1,11,1.0
5ZwF4S1S0iSNycQPEFGJUk,max ehrlich,0,15,,-1,-1,0,0,39.0
38aJccTPkdNbEU7MVQ2n5b,the remus lupins,8,7246,wrock,2007,2009,3,19,1453.0
7wIjZhdbqqCNejPJhktZz6,workbench,4,512,,1998,2008,6,7,573.0
7tBNYcSObC0t3log3q5nQz,the hart brothers,0,9,,2011,2020,3,6,1.0
7AoL3NXROgMCIoE8ATI8tf,duke tumatoe & the power trio,2,391,,1989,2012,2,8,211.0
3jX9HSN89zKvniMbwRCHdh,narrow views,9,713,,2018,2019,2,14,1217.0
2lYOv7lg36OPB2N2JRHJcB,orfeó català,27,1159,,2001,2023,7,1,59714.0
1TuQVlt2pf14yyNcXunZYt,whilst,44,466,,2023,2024,20,1,490442.0
0vHAWbRVMR4fNF1ABEe8D2,leshaun,44,267,,-1,-1,0,0,0.0
3p3KAZ6zqhFkkH5ZdTuS5X,lunachicks,30,63516,"riot grrrl, underground grunge",1990,2016,7,3,40474.0
4oHr5AQDDYYbOMt0poyMzA,stasan,0,25,,2023,2023,3,1,172.0
1ekl5lTa5idAB1Tz04p3Ue,double handsome dragons,0,400,"atmospheric post-rock, british post-rock",2011,2011,1,6,107.0
5HnegZrvKDMaHasCml3Bg0,szymon kaliski,0,308,,2010,2021,3,7,121.0
0rqEnwqRzQItsctPxp1TX0,bodagoat,0,0,,-1,-1,0,0,0.0
1BCUHvti8crTWtc0h0U4W4,hiro kone,19,10890,"mandible, new isolationism, spectra",2011,2021,7,4,13050.0
1rXeUTFf6hcs9XIGUzkL12,barnaby dickinson,0,139,,2017,2021,4,12,71.0
2iCpXbyRRpN1IMRUkuSyGA,capital monkey,28,23908,"progressive psytrance, psychedelic trance, trance brasileiro",2016,2024,20,1,47809.0
1JYo8vxqPyhbdrmBx0UIhh,rauhatäti,3,747,suomirap,2013,2019,7,1,398.0
0wfaKG37RWhCGwLIxsE8RG,david brown,21,184,,2006,2022,20,14,11321.0
18KNmNrXxzKrRyDmyoQU4E,chris atkins,0,65,,1997,2023,10,4,11.0
7MfUAC0RF6iI4jkHEM4AdJ,armando celso,0,8,,-1,-1,0,0,1.0
2DxaqMPTVuqqD3Q4vDBCS7,monovolume,0,20,,2008,2008,1,2,5.0
28Ky95tmlHktB96DBUoB0g,tristam,49,215583,"brostep, complextro, dancefloor dnb, edm, filthstep, gaming edm",2012,2021,20,1,646395.0
7lQJmgdxJyKDhOqQIz3ZgE,peter müller,24,193,,-1,-1,0,0,381.0
0VAEeQib5GwwI9guPHygD2,cauterizer,0,62,,2019,2019,1,4,17.0
09ipK4Q7hodEWu5GNnX0O6,dell graham,0,3,,-1,-1,0,0,2.0
0wwX6lGL0Nwexmp2ht3zmB,mr. freak ska,11,1420,ska catala,2011,2023,8,4,1388.0
2EYhoad5sRP26Tsc8VPDyw,namco keaton,0,33,,2001,2003,2,5,94.0
3RyVfqwQOd0gFnQS0qY8ao,machine men,7,2045,finnish heavy metal,2002,2007,4,5,1314.0
7IJ9Kq1U6g12exRhfS9KwJ,hanna eyre,6,228,,2017,2018,6,1,246.0
7jSMrzjbi1eW3inSN8pJjL,kin vassy,1,39,,-1,-1,0,0,304.0
357MjItPR9emybXtEL1Trf,soft black,1,485,deep indie pop,2007,2020,7,1,251.0
6ep5Qx5bq8TvQISCYarIir,orange zen,0,11,,2020,2020,1,2,10.0
7F5W6Y1Wzlpt8isAzw0J9j,the hi-liters,0,37,,-1,-1,0,0,100.0
6iX29dzUckCCG9CCaRT0m0,autumn ruin,0,706,,2015,2018,7,1,107.0
2hSyEBc9TBb9j38FOCdkIf,aaron dessner,35,9693,,2014,2021,7,1,60491.0
3jHwI3qXHGG9hsldl6mHhM,nevalra,0,728,,2015,2019,4,1,86.0
1N9OI91qxIC0TE69T4MPXS,zacks nkosi,4,807,south african jazz,1991,1991,2,6,291.0
5FE2aubsTTvLXqNUyiDTeN,henry salvia,0,1,,-1,-1,0,0,0.0
65krQIwuMnjUGd5lqugPuC,gwynplaine,0,93,,2022,2023,3,1,11.0
7dvZOxv08kOPCsqyQMwXtZ,the kittiwakes,0,24,traditional english folk,-1,-1,0,0,40.0
2P4lgTcDKqHKAttiTQTNyD,nadide sultan,28,9750,deep turkish pop,1997,2023,8,5,101552.0
4vqfNLMm3WzJ3t8P33Qfox,dbc,11,54,canadian metal,2017,2017,2,1,442.0
0SItGM17I6wIEuZ2ruvdAK,lindsay smith,0,26,,1999,2009,3,10,20.0
6jZE2CaayJEzDKemReak04,dj le clown,0,153,,-1,-1,0,0,27.0
0XevXfaCxhQsfar8BZlpeM,the faithful sidekicks,0,74,,2016,2022,4,12,55.0
6d9ArqdLkXkwJJDIaJI7R4,jon sheffield,0,38,,2004,2004,1,11,3.0
0j1NagRWjcaqlWpuo8T78v,the nile club,4,465,,2019,2023,7,1,297.0
3VQFOft1KIPzrwCnhFL2oq,condense,1,232,,2020,2023,7,1,51.0
59WR9du4EE2twStm1SY0Gg,christian dreller,12,38,,2010,2020,4,45,729.0
0b9sdjVUzTniTdqwiTWYzK,poney,6,682,,2010,2024,20,1,841.0
6kLY8IHPf55WLnaOwQLicT,laurent coulondre trio,0,219,,2017,2017,1,8,1.0
2F2atP3wSHClfrmtnQMKfP,the kennedy choir,7,666,,2006,2006,1,12,1005.0
75llsNMCSmWG2brEX9ppPv,no named family,1,138,,2006,2012,2,8,359.0
5sF5Etprqoh9ufF3ap2eZY,nie und nimmer,43,26854,"german pop, german pop rock, german singer-songwriter",2016,2024,20,1,203542.0
5OVvL3uPeojUVPfmizvjPy,noise beat propaganda,0,42,deep latin alternative,2009,2011,2,4,18.0
7Lry1wAWkzWaSeEuQIhhuK,phil hare,0,38,,2016,2019,3,16,11.0
0VlmCtMV4gzkLeLcgmXHjE,big room society,12,119,,2009,2009,1,4,5950.0
3ydZtcBul37OvItwhStMAh,walter vermeer,3,82,levenslied,-1,-1,0,0,805.0
5kuVnXjEL5E1N4C3n7a4wt,ifwhen,1,256,indie shoegaze,2007,2007,1,10,105.0
0yyXU4k2jyqhWApBgF837J,grimfaith,0,139,ukrainian metal,2008,2013,2,10,28.0
5iISQR00Eel3mcB8eKlsRt,showmore,30,31048,japanese r&b,2018,2023,20,1,39542.0
7JOedeovHJXCMpHYQxk0tD,two headed spy,0,4,,2009,2011,2,5,0.0
4PniHaxHK0orHc2pg2eUrk,willie boy,8,204,,2018,2024,20,1,2284.0
6DM9YCoED2hkW1N1nuOjbu,london boys,36,61683,italo disco,-1,-1,0,0,93045.0
3rY0dedDfgVWcArbhr1Nrh,iris vermillion,13,149,classical mezzo-soprano,1994,2021,20,24,2494.0
2RTPPT2PLVIFeO1ELw2M1a,twelves,1,3,,2023,2023,1,1,56.0
2VKprsJ203RBoQ24IKu22E,quadriga consort,11,1276,,2011,2021,9,1,2745.0
5UKoCmzADSRKmREG2vUK8L,le husky,10,366,,2007,2023,15,1,102.0
7KDcPAqALdzs2xelJKFcAh,snark,0,42,,2020,2020,2,2,4.0
27Ky8zIC4b1zHCoQ1MP3CT,argonautiks,23,13278,"german alternative rap, german boom bap",2017,2021,19,1,18027.0
0zSbNvakUiCGzlvMl7ncaN,farmer nappy,35,49867,soca,2012,2024,20,1,88593.0
3x3CmaSYg4qTUj88vRkwZe,drums and machines,0,11,,2010,2013,2,12,1.0
4pCUgfWM9T1gtC3pRVoVxi,little kirk,21,2111,"deep ragga, old school dancehall",1990,2021,10,2,21074.0
0lNiOWJqwipC4Gipr2uYlA,sitoi,4,1298,"finnish hip hop, finnish indie",2018,2024,6,2,520.0
1OsdcApyFDbs3bAmyssgcs,atomic city rhythm rascals,0,5,,-1,-1,0,0,2.0
1bqiSbC5ayRKeoLKZKXDS6,loretta kelley,1,41,,1996,2020,3,6,247.0
2co9mkXKtSPZKzmF8h0fvz,deviation social,0,101,industrial noise,2010,2013,2,7,16.0
5XVbIx4guVegIZdtE3QNTa,tropical doom,3,1052,"brazilian stoner rock, metal paranaense, rock catarinense",2015,2016,2,5,650.0
0NrO6QCCIuFygHBeEN670A,chick willis,12,652,soul blues,1962,2020,10,2,5543.0
7gNirrHIINlBTspFwHmSe5,giancarlo silva,1,22,,1994,2004,6,8,142.0
2Xvr9nHpwUVMpqY3AL2aM5,the chemical mind,0,317,,2017,2022,8,4,66.0
2XurVMSN6IQNb9SIinLDSD,chris mccormick,2,34,,1993,2004,6,11,235.0
5ycJVjtymJnlhk3eur2TKh,no other name,6,501,,2009,2014,5,6,681.0
3mBSpz6xNFvurHoLTL76Zy,andrea di rocco,2,354,,2008,2017,14,2,590.0
0MoENTkztBZYUv2xc0WcAY,diamonds under fire,0,105,,2011,2016,2,6,22.0
3gFILbiqnMHnVQDCqDnOo8,myrol,0,40,,2006,2011,4,1,8.0
3yJf9OR0UUtCw73bL1iG8W,afrikana,0,13,,2020,2020,1,1,3.0
619sAVsREQXTJC8GOaqVDQ,the sneaks,0,27,,2018,2018,1,5,3.0
6fqKj3qMyMTSb9O1esVaVn,isaac indart,1,250,,1951,2024,10,1,257.0
3056OgLEH3e8NoRgOhnJBZ,dr. nico,9,1218,,2011,2024,8,8,699.0
4Wy4V79hKD1zpAmJQGM00j,busted statues,0,42,,1989,2020,3,5,19.0
2s68TMjMuTFUzytFICCAa3,philomela,0,22,,-1,-1,0,0,3.0
0GPEJWNBUtfnkFdpk4EZCO,deadly nightshade family singers,0,35,,2001,2001,1,13,12.0
18tXnGJKmrSwXynnxWHy3Y,adieu,37,71088,,2019,2022,20,1,125142.0
3nunaxPYIN350a3ERor3Wm,dorit gäbler,0,23,,2009,2020,2,1,10.0
1gaffri9rW4AqVizqs4onO,carol morgan,0,58,,2006,2006,2,7,15.0
2g1JBdfoRR2qV9BZeECeuG,andré heller,30,12110,austropop,1984,2020,12,15,57180.0
2RSOwGeYL0V9Znz4VIRMy6,alexandra lamy,0,11,,-1,-1,0,0,73.0
4qxkpkamtkzKKxcLjLeh7g,friends first,0,183,,2008,2008,1,9,54.0
7BqdIuFUEidMSUnginY1Vh,morgan king,15,520,classic progressive house,2009,2024,20,4,10650.0
4P5ooDKThRs2cx6MZ7cpFg,lugatti,46,23445,"german cloud rap, german trap",2022,2024,20,4,265793.0
7KKCTwYCoMOQwkwrCL7Iao,jean-marie ecay,11,673,,1992,2017,4,15,1814.0
2kBeWf6sOQMYpFwRhxcFcr,feverslip,2,591,,2023,2023,2,1,446.0
1ifyQWMSOQpjYyA7Akw22h,the eloise trio,4,335,,2006,2006,1,12,755.0
7uDN9buCaB8tLeR3d3WicL,hoochie mama,0,14,,2020,2022,2,1,6.0
2uhKb9vuetzaDq86FyEXlo,guna,38,2529,,2012,2024,7,2,349677.0
4HrCsxMRWFsSi8Vf0qBjK4,silverbacks,21,8729,"crank wave, dublin indie, irish indie rock, irish post-punk",2017,2022,15,1,20747.0
10Cql6DpInZY5O6TBw2m4l,samini,29,100774,"afrobeats, azonto, ghanaian pop, hiplife",2013,2024,20,1,37852.0
0nfAndPz02S6D1OujrqX74,robot goes here,0,22,,2008,2008,1,11,16.0
7hrruNuPITt3N9zLMdbjGz,saint privat,41,12652,,2004,2023,16,4,242928.0
5RPBccq4pICSUo4nQVIQCH,johann friedrich peter,0,18,,-1,-1,0,0,45.0
2CavVBMv32jz2HOB9aqhfN,zerosuit,0,23,,-1,-1,0,0,0.0
4WxtWkCyFxDlSOAp8t5qtg,tropenkoller,0,3,,2023,2023,1,10,19.0
2EryN4QlWoAQYFAlFWsFVE,jonathan emile,15,983,"hip hop quebecois, jamaican hip hop",2009,2022,20,1,11919.0
2KEtzUVspxd4TTRtffUU2p,hans koller free sound,0,52,spiritual jazz,2014,2015,2,7,21.0
1wgIZmEyhrJEkhDqfwTyGS,selone,3,15,,-1,-1,0,0,0.0
1wKVK6KWySKRbtQBjYBcM4,my propane,0,309,,2013,2019,4,1,46.0
4cgRmIiaHYO9fs2er35eWa,fantasma,18,3844,,2001,2020,8,12,12812.0
1at3cvHPhkTYEuiY80d5Ta,unborn,0,106,,1998,1998,1,4,77.0
6wu30XuGuGShZ8fcNdaIqz,dan warner,5,145,,-1,-1,0,0,99.0
23cIXAdiNIWDnUNqmhXTQb,invisible empire,0,32,,2012,2012,1,10,0.0
6OeVyseqAqiNhELIyXdDiI,wallmers,12,231,,2015,2020,15,1,5290.0
7Ml8w8X3SBDbb6OOv2E3gZ,adam freedman,0,19,,2007,2007,1,10,2.0
6UH8R1GTzT5pjKrxwZoDSF,cybernetic,0,35,,2013,2014,4,4,47.0
0c1fcRfgzWQUbu404nTJLi,stan getz orchestra,0,1,,-1,-1,0,0,2.0
4ySOOGG7PqJbq3Ty8uBLs1,okajimahal,0,17,,2008,2017,3,11,3.0
6Oac30LqSActSoazzPR9GP,harry james & his music makers,1,789,,2013,2023,4,1,598.0
5a1K8TKaTx3EFnwyrToDd1,delta plus 永遠の,0,14,,2024,2024,1,15,71.0
5s2zthd9SOwR99SeJNftTv,nelis heesbeen,12,510,"carnaval, levenslied",2016,2023,14,1,4282.0
0qVNga8HGYSVqqAC8iMCan,untertagen,2,967,,2011,2015,4,1,567.0
1RnMOjQN2Lzo2TYA5iN5nY,janis liebhart,7,30,,2023,2023,1,1,2129.0
7AXVFQrGIZamMnIlFosoU2,nu mind,0,141,,2010,2011,2,2,0.0
3RgqSHlJgZEY21ajr44zp3,vahrzaw,0,678,,2006,2023,12,3,72.0
5As6sWG2BQogTaf4VgxK2p,allyson sheneman,0,43,,2021,2021,1,7,2.0
1hw7xcATBmW7H2Ub7MRk7J,stellar corpses,13,9759,"horror punk, psychobilly",2007,2023,6,6,4116.0
2sqLufugaIo6ZbCqc6mFGP,ainhoa arteta,19,11260,,1997,2019,12,1,10809.0
4ircGIuL148wGySTjvxUJb,radek,16,1884,,2015,2020,15,1,7371.0
601UYwFtUEauviEZSKpWje,hey vampires,0,40,,2009,2009,3,1,55.0
3WFp7pyKw6T8oQzXYJoHFR,via dove,0,42,,2008,2014,3,6,3.0
3nHKeOa45XrUplL3NiGy7E,frankjavcee,54,62007,vaportrap,2010,2024,20,1,1185049.0
5ykGgeaE7QRfhAKcZjaD0R,brian gulland,10,243,,1982,2022,8,53,3259.0
0flQiuLEWVcgt53zdJhXpZ,eduardo sainz,0,5,,2010,2010,1,17,12.0
2yT7X3Gg2S51DHz67FAYL6,snails,40,140080,"brostep, canadian electronic, dubstep",2017,2024,20,1,247872.0
3OJuJRsQeatYs9r0t3v9iQ,cathode ray eyes,0,53,,2018,2018,1,1,2.0
6G7P1WNRTlg3FxiYaW0hYh,prudence,36,9439,,2020,2023,16,1,101215.0
3H4AeM9wu0DAe2rQQdzoTn,colette alliot-lugaz,7,18,,1982,2023,4,27,201.0
4QJAfUL7BR4ZAcnBd3vPEA,pierre-michel durand,0,0,,2000,2000,1,26,1.0
1afksVhnD8qDYuJQVaR9BB,kaylee,32,55,,2023,2023,1,2,56450.0
36sTWFzP26mJPY0cA1OYLR,hierophants,19,3797,"egg punk, melbourne punk, synth punk",2015,2022,5,2,14325.0
7KeH2kG16S5j1KOzi8jQKj,anonymous american,0,0,,-1,-1,0,0,7.0
1m5rardxpbqoJNmQyFwYF2,nyke nitti,2,435,,2010,2023,18,5,91.0
1OB2mFAsQ97HPj0GaQmRUi,renate krahmer,6,11,,1977,2015,3,10,1300.0
45rhlCbqZtLLI6uvMjfwso,ricked wicky,3,1139,gbvfi,2015,2015,3,15,268.0
7xIpdgaeUNHY5lQZozgy10,aurora y la academia,26,7998,,1997,1997,1,13,48238.0
3scBoLiwpMNkgyBC4VT9YT,luc henrion,0,2,,2023,2023,1,8,5.0
72jQJCoJsDjwxYCLUCHYwI,anghell,30,1370,,2021,2024,9,1,38292.0
0VqOVVWGayEJ3WZ1TFNK5F,the goonies,0,69,,2010,2010,1,1,3.0
6hWFkWhZhBQr6tn0yjye7v,scott bells,0,9,,-1,-1,0,0,54.0
5S20kfnvfovpK5ncgaDkWU,jorrdee,31,22465,"cloud rap francais, rap calme, rap lyonnais",2017,2023,13,1,60646.0
5J8mPIlgf5itUjUK1LJfoq,soledonna,1,78,"corsican folk, polyphony",1998,1998,1,15,61.0
09JcoRKuV71saAqPbMrB7C,palomica,0,52,,2016,2016,2,4,9.0
5NuK0kHIigWk3tqULcNOJT,dj umka,0,203,,2016,2024,20,1,58.0
4kHsRlPgSnceNMl5axuZcN,neige et noirceur,1,2181,"forest black metal, metal noir quebecois",2010,2017,8,3,863.0
3dqgvkipovK1vtDpnYzMF5,arthur de faria & seu conjunto,0,188,,2004,2008,2,14,10.0
5E3pC0IGSLoLG09YTfsxKd,demago,8,1259,,2008,2022,8,2,831.0
2WIrcmDVzotUILvrSCcvEz,rtnh,0,43,georgian electronic,2019,2023,5,6,34.0
41K2JluMRCshY8VQVr2ZMe,charcuterie,2,595,"goregrind, pornogrind",2020,2022,5,1,314.0
29Ps7nQ4KEOJeGdUfa5riy,gilbert laffaille,6,475,,1998,2023,5,12,1405.0
4deeoaeQKMdskHGQDR2oYf,head injuries,2,534,easycore,2012,2015,4,1,232.0
09dGuri7dY3D2uPPVA4bjg,jennifer wharton,5,797,jazz brass,2019,2023,3,9,571.0
6uu8lSAnUsbX38yoDzYG6N,kathy stack,16,498,,1982,2023,3,2,12002.0
3PPjUFQqGxAjaKr2PIkuFv,bessyl duhon,0,4,,-1,-1,0,0,5.0
0fEIuCebuoquPFLbW6v1zr,bad kharma,0,1,,-1,-1,0,0,0.0
1Cb0zA1hNhcO7AZlfN8ATE,michaela martini,0,7,,2011,2011,1,1,9.0
39a4hGdTS669oJBra6j9Ru,the seafloor cinema,24,9474,"progressive post-hardcore, sacramento indie",2017,2023,19,2,20440.0
1zcZitnNFvmUhqrffmgJY9,wawawa,6,82,,2021,2024,13,5,487.0
0XLOX1kM1vd2wyRqXcCzy6,abrasantia,0,357,opera metal,2012,2017,7,5,66.0
2Vc18diZTopJU7bE4AiDjK,eyerate,3,450,,2020,2023,6,2,572.0
5WaNpCxKczvR47RGtdzzQH,new glory,0,63,,-1,-1,0,0,3.0
3sWuHOBhzTJTlvwoisqcig,skeleton trees,0,102,,2021,2024,11,1,68.0
29nuitiJu0D1BAvcWurAMO,carina crone,23,1493,"discofox, partyschlager",2015,2023,14,1,30309.0
7A6DI1Ipt1hpsCmVf9KVZg,daniel erismann trio,0,18,,2005,2005,1,11,61.0
3YdXmH5dP30dltDwCur2ZB,estelle montenegro,0,108,,2000,2001,3,2,42.0
1SSuMuNtLfXyAhhmtsoLb4,die doofen,30,13817,kabarett,-1,-1,0,0,76322.0
54vV9Kg8Cnp8p7aWSJoYEY,johannes hopfner,0,36,,2001,2024,4,5,9.0
0otLBBOdL3P4DJm6whisoT,juju & the space rangers,0,28,,-1,-1,0,0,145.0
5RtStJXgCTgZe4vJAUpuQG,matthew halpin,0,69,,2021,2021,3,1,40.0
0XxUN7gyVNFFZcRDQugP9t,frankie calen,0,6,,-1,-1,0,0,13.0
4wzj2hOFo1SaODHKAUFqft,bonesalt,0,33,,2019,2019,1,6,0.0
0KuW5nj2wvru8CFpyH00ls,banda ilusion,14,30563,,2001,2022,15,1,4085.0
2Kk8m8gNJDOalVnijnJnbx,the scurvies,0,390,christian punk,2007,2007,1,16,64.0
3YLopTy82mrcLAChGbRDV5,bruno moreno,0,1,,-1,-1,0,0,0.0
3Pzcs78RS625Z2HU7JVOXg,idin,6,451,,2004,2023,10,1,531.0
45GK463pCEqZVvx6Wk1lCY,mickmeister,0,23,,2007,2007,1,7,26.0
5qpPpJSEKrlbKbRG81xhwz,anchondo,2,404,,2002,2008,3,8,267.0
36iXMswuhEmVCNjXwIkpHG,trst.,7,2480,,2020,2023,20,1,2716.0
0WRw1QUUkV1iYa9HzPM2D6,kingsley wray,1,92,,2016,2024,20,1,201.0
4MSbA3YGIQFx082Pi1ms19,holy river family band,0,24,,-1,-1,0,0,0.0
68AY6J89OocR4q9RrPfw2b,tim phin,0,88,,2010,2019,3,2,93.0
2ekdnyZTBKHsLsBFKCY4BI,gianfranco continenza,6,440,italian jazz fusion,2008,2019,3,10,1490.0
0PFHcCaLkbx3hGoKG6hUEP,bloodclot,13,6158,,2008,2022,10,1,4397.0
4vDAPzYjVojpKKFt7TdG0j,stasys makštutis,0,0,,2020,2020,1,4,3.0
7uUBTiZ2u5b40vymlFmXrn,george shearing,42,36224,"cool jazz, jazz piano",2002,2024,20,15,395710.0
3R8x5tbWEJLpcqvxCUFebY,seán clohessy,1,38,,2016,2016,1,15,158.0
41sxLvq1aJ9nHk3qAMRj8L,dj test,0,4,,2021,2021,5,1,0.0
6ZLvZ4YVAEXCkxUMCnF0kZ,fred anderson,3,2273,"avant-garde jazz, free jazz",2001,2012,9,5,719.0
41PLS4hpBNijI37EGnUJsx,reclaim the fallen,10,1201,screamocore,2005,2005,1,5,3492.0
4EAjs1D4KvOdDiXy4km0KU,mic corbin,0,23,,2020,2021,3,1,6.0
6bLiGji04tBFYEdcEw9GqC,alessandro manzoni,0,22,,2020,2020,2,63,4.0
3NEVvSRMnj2uw79Ru01nrX,thunder tillman,2,1292,,2016,2022,5,4,464.0
7tN6nCj0XamYrleSoW8cX2,bob kenmotsu,0,0,,-1,-1,0,0,0.0
7HBQPOZB3u0fpuoLZx8uUL,die my demon,1,420,belgian hardcore,2015,2021,5,4,99.0
6eGnPvPI5FodmrECj20kVl,bill mcdonald,1,26,,1984,1984,2,2,148.0
1XC87A3NVlw6xDW1kIB5FN,jess connelly,33,48837,"pinoy indie, pinoy trap",2015,2023,20,4,59233.0
7wBARDxiHna2DvaluMrzJp,martin & la talpoj,4,716,esperanto,2007,2023,3,6,330.0
2P8VtmqfznNugTNfXo9GVA,imtech,0,6,,2003,2003,1,1,4.0
3Iai1Kagph172MaIcvFjoQ,kensho kuma,0,145,,2010,2021,2,1,18.0
41VPDgAS12YOb7hbuj6PxN,dj sticky,17,478,austrian hip hop,2018,2023,17,1,5923.0
2U4Lfs1c3FxmwBjUdvCzF3,john frizzell,19,2933,soundtrack,1997,2022,11,1,10015.0
2EkM3BPF8OfWa8MJH2n0tR,lauter leben,11,311,,2019,2019,1,6,3674.0
3kpwO5KGhMeWcWq6MiGVXN,things of stone and wood,23,5667,"australian alternative rock, australian rock",1993,2020,6,1,26845.0
37Yn73xdFUBYQ75DVAIAFt,dj pontos,7,12,,-1,-1,0,0,2438.0
1u7kkVrr14iBvrpYnZILJR,sex pistols,55,1755520,"alternative rock, punk, rock",1977,2022,8,15,1480004.0
0O83o1gX0tdXSbJQXCtRMe,kirsty lee james,0,171,hard house,2013,2019,7,1,103.0
0S6aDcpbTFIWgpmkaLuOE7,fidelius,2,354,,2021,2023,2,1,118.0
1JnzJ3a7K6ugnNbvZ7m2kz,ezio leoni,0,52,,-1,-1,0,0,157.0
2duvwhzabLf1qTDolZA7BD,robert nagy,3,5,,2007,2014,8,17,509.0
60JlooO7OYNmiy6axgbhXM,hollow crooks,0,3,,-1,-1,0,0,3.0
1o89sVIkln0tQ3Zvl6YTZG,grieved,4,2827,"blackened hardcore, chaotic hardcore",2015,2016,5,1,452.0
4Sdbb0ev1JeGwgo6XFknEl,burlers,1,197,,2021,2023,3,1,136.0
4D71suoNQuG83pCZkq2FQD,bruce blyth,6,14,,-1,-1,0,0,1758.0
615ZOeTIbNMclZnhEL8LuQ,core of io,0,229,,2015,2023,8,4,41.0
2njnJKYR93XHdVmI8GT5in,hong kong dong,1,471,belgian indie rock,2012,2017,3,1,165.0
62leN9NRMUgDfPzshm7K5L,hard feelings,16,4563,,2021,2023,9,2,9110.0
2fgl3me4n9diODTrVfruF3,balance and composure,43,139662,"alternative emo, anthem emo, dreamo, emo, grungegaze, philly indie, pop punk, progressive post-hardcore",2009,2023,9,4,196452.0
0lVJtAX7uuRqL7TQHkJmUb,heavy step,0,56,,-1,-1,0,0,91.0
4qdWmCcz5MVDPbY3U6nfvE,black canvas,0,15,,2019,2023,12,1,32.0
43ReWCsvAd3HKqa8TQ3peS,anselm christian kreuzer,0,0,,-1,-1,0,0,5.0
2kf3hpOnr4PU3G3MN0GWZ2,lisa marie buster,0,82,,2010,2010,2,14,32.0
4Wrfz8jfxSUNa8PQR8ouhx,mountainking,0,161,,2018,2020,6,4,19.0
1NyIt5tAQvlqZf6p3pzwY8,old man trouble,0,7,,2022,2022,1,8,6.0
6v4AUPrgtsCWFE7NguglAh,sutehx,0,16,,-1,-1,0,0,10.0
56mQaxsecOvAoIEhGRtVan,the garrett newton band,1,69,,2017,2019,3,1,208.0
08fmeqY616eesksoCqEBXw,coro gulbenkian,18,277,,1976,2022,12,13,7670.0
6qzrdIxXaluZHwyz3Jo39X,phobium,8,708,,1999,2023,15,1,940.0
7M6dsXOiEoWPmIp7JYyPg9,abhishek ray,8,175,,2000,2024,20,5,4037.0
7sH3tZSkQq6mHaGMVPQD3z,gravity christ,4,24,,-1,-1,0,0,0.0
2PN7XyX5fXaGjqHoADrjk7,handycraft,0,66,,2007,2007,1,3,81.0
2NsmdSb7jY5k1tp6QS3M9p,the disciples of zoldon,0,24,nz metal,2007,2018,2,10,2.0
0TRf2N849pjTs7BUpRUUl3,antolín,14,2282,"argentine indie, uruguayan indie",2008,2024,13,6,3001.0
3PkKSSwllBJIcV7qLNy69w,abel gray,15,397,,2017,2021,14,1,8131.0
1fX5BlND5jMt7DF0BT0jXD,tous dehors,0,47,,2016,2016,1,12,13.0
4leriMdzGFdyzYhI8pNISl,keith porteous,0,74,,2020,2022,2,1,15.0
2ItBNp32BOn1AxRhWiBi3h,national razor f.d.i.c.,0,19,,-1,-1,0,0,5.0
0jq1z5MQSlFtvpbnLzeEul,jazzbois,43,24881,"modern jazz trio, uk contemporary jazz",2019,2023,20,3,230320.0
1a8z4Ju7ZgjDRG0w7ORgKk,dezsö ranki,14,449,hungarian classical piano,1979,2021,20,21,3126.0
6hhvzz6u1SHre1ApCFpu18,summit quartet,0,0,,2022,2022,2,7,0.0
